0.837491,0.0172,1.481,4.60853,,,2130,1.06,0.91,
45.2946,,,7.37,,,,1.09,1.02,
6.88705,,1.32,7.34,,,,1.49,1.08,6.46
12.8159,,2.2,7.05,,,,1.49,1.08,6.46
35.3331,,1.61,3,,,,1.49,1.08,6.46
120.0181272,,4.76,,,,,1.51,1.4,1.26
14.30511983,,3.15,,,,,0.88,0.9,4.68
9.18186,,1.578,,,,,0.84,0.93,
4.33642933,,1.71,,,,,1.57,1.22,4.07
3.55485691,,1.78,,,,,1.17,1.11,3.16
5.28789787,,6.28,,,,,3.39,1.11,7.76
6.49801525,,1.5,,,,,1.06,1,6.17
19.76172042,,1.54,,,,,0.74,0.78,4.27
5.18500207,,1.44,,,,,0.7,0.73,4.17
12.43931193,,1.28,,,,,0.78,0.81,6.76
11.35011917,,2.17,,,,,0.57,0.59,3.16
3.4876812,0.0474,5.77,51.1,0.086,,1513,1.56,1.17,5.9
6.02976,0.0684,1.25,3.78,0,,1413,1.56,1.17,5.9
34.2685705,,2.32,,,,,0.82,0.86,4.79
5.75322197,,2.87,,,,,0.88,0.91,4.47
5.50860439,,1.29,,,,,0.91,0.95,3.72
18.93054959,,2.15,,,,,0.76,0.81,4.27
16.57110363,,2.39,,,,,0.84,0.88,4.79
16.00494214,,3.55,,,,,1.81,1.49,1.58
1.95452434,,2.18,,,,,1,0.99,3.89
105.6551369,,3.68,,,,,1,0.99,3.89
7.23400469,,1.99,,,,,0.87,0.93,2.95
49.1013514,,2.58,,,,,0.88,0.91,4.47
1.41122985,,1.46,,,,,0.67,0.7,3.55
5.28696,,0.47,4.3,,,,0.74,0.8,1.41
7.07142,,0.58,3,,,,0.74,0.8,1.41
10.3117,,1.18,3.8,,,,0.74,0.8,1.41
16.1457,,2.22,8.93,,,,0.74,0.8,1.41
27.4536,,0.88,5.2,,,,0.74,0.8,1.41
96.9151496,,2.28,,,,,0.8,0.87,3.63
13.47469571,,2.33,,,,,0.86,0.89,4.68
10.99469878,,2.36,,,,,0.68,0.71,3.63
62.1387714,,2.63,,,,,0.89,0.93,4.47
66.4162133,,3.91,,,,,0.78,0.81,5.25
37.3229493,,1.98,,,,,1.13,1.09,3.31
36.5156053,,2.21,,,,,0.75,0.79,4.57
1.9078052,,0.89,,,,,0.82,0.91,1.41
2.51462432,,1.33,,,,,0.87,0.9,4.68
4.41769648,,1.26,,,,,0.77,0.82,4.07
15.9654,,3.37,9.7,,,,1.44,1.09,5.7
179.612,,5.14,36.1,,,,1.44,1.09,5.7
19.32952416,,2.48,,,,,0.76,0.8,4.37
1.22621732,,0.87,,,,,1.12,1.09,3.39
3.29011795,,1.87,,,,,0.71,0.77,1.86
7.56052806,,2.51,,,,,0.92,0.94,5.01
12.12400943,,2.26,,,,,0.8,0.83,4.79
2.71407755,,1.17,,,,,0.97,0.98,4.47
122.8808058,,3.01,,,,,0.89,0.95,3.24
1.06378867,,1.28,,,,,0.78,0.82,5.13
148.4603382,,3.53,,,,,0.83,0.87,4.27
0.93488424,,1.46,,,,,0.74,0.79,4.37
11.427548,0.094,3.1,,,,,1.35,,
23.668205,0.153,3.13,,,,,1.35,,
51.755394,0.257,3.58,,,,,1.35,,
201.1214,,2.08,,,,,0.96,0.98,4.17
24.7576421,,2.94,,,,,1.08,1.06,3.55
10.13202575,,2.19,,,,,0.72,0.75,4.79
38.5053398,,2.55,,,,,0.9,0.92,4.47
6.77408868,,2.67,,,,,1.11,1.08,3.55
26.41045478,,2.69,,,,,0.82,0.86,4.47
14.37508035,,1.71,,,,,1.04,1.04,3.63
56.1886887,,2.09,,,,,1.13,1.08,4.47
3.18897601,,0.99,,,,,1.13,1.08,4.47
6.92101021,,1.61,,,,,0.7,0.75,3.98
3.27346074,,0.95,,,,,0.49,0.51,3.8
5.4122,0.066,4.81,,0.47,,1418,1.58,1.28,
7.1262,,1.31,4.6,,161,,0.89,0.96,
15.3787546,,1.6,,,,,1.13,1.09,3.55
21.1284569,,1.48,,,,,1.13,1.09,3.55
25.96200249,,3.4,,,,,1.73,1.43,1.74
34.8538276,,2.93,,,,,1.03,1.03,3.55
2.41435165,,0.98,,,,,0.69,0.74,3.09
4.30655689,,2.63,,,,,1.34,1.22,2.82
2.29503623,,1.23,,,,,0.94,0.98,3.09
27.495606,,3.01,,,,,1.2,1.12,2.95
14.08827448,,3.36,,,,,1.1,1.07,3.09
110.96546,,2.72,,,,,0.69,0.73,3.39
3.76419105,,1.73,,,,,0.72,0.75,5.37
6.16486,,0.82,5.3,,,,1.04,1,4.83
13.5708,,2.5,10.44,,,,1.04,1,4.83
23.9802,,0.95,8.1,,,,1.04,1,4.83
43.8445,,2.56,11.17,,,,1.04,1,4.83
46.8779367,,2.38,,,,,0.99,0.99,4.27
2.75798267,,1.98,,,,,1.07,1.09,2.14
9.30412078,,1.76,,,,,0.7,0.75,2.45
14.07971466,,1.49,,,,,1.14,1.09,3.39
16.54080322,,1.55,,,,,0.79,0.85,3.89
3.60930891,,3.73,,,,,0.93,0.94,4.47
2.37030743,,1.6,,,,,0.93,0.94,4.47
1.93155984,,2.36,,,,,0.98,0.98,3.8
0.76212926,,0.8,,,,,0.93,0.95,4.79
16.92344113,,3.63,,,,,1.01,1.01,4.17
23.8990296,,1.6,,,,,0.98,0.99,4.37
3.1800218,0.04544,1.536,3.51,0,,1593,1.45,1.24,4.29
4.901452,0.06064,1.597,9.39,0,,1379,1.45,1.24,4.29
7.95839,0.08377,0.86,3.8,0,,1173,1.45,1.24,4.29
14.749143,0.12639,2.903,8.6,0,,955,1.45,1.24,4.29
6.2216147,,1.73,,,,,1.32,1.21,2.75
6.1799844,,2.38,,,,,0.81,0.86,4.27
1.5690665,,1.58,,,,,1.32,1.2,2.88
8.67888593,,2.3,,,,,1,1,3.72
4.02582254,,1.64,,,,,1,1,3.72
5.94566534,,1.25,,,,,0.57,0.6,3.55
1.52372816,,1.42,,,,,0.54,0.56,2.95
6.14727918,,0.8,,,,,0.74,0.79,3.72
34.3511874,,2.77,,,,,1.02,1.02,4.17
3.00725242,,1.9,,,,,0.92,0.94,4.37
13.24503188,,1.63,,,,,1.36,1.08,6.61
49.183921,0.292,8.65,,,,,2.19,,
190.323494,0.721,8.18,,,,,2.19,,
